id,compound_name,adduct,score,precursor_mz,ion_mobility,ccs,rt,mol_formula,smiles,inchi,inchi_key,method,usi,entry_id,iupac_name,cas,internal_id,query_spectrum_usi
457,"4,4'-(Piperazine-1,4-diyl)dibenzaldehyde",[M+H]+,0.760,295.14410399999997,,,1.891684,C18H18N2O2,O=Cc1ccc(N2CCN(c3ccc(C=O)cc3)CC2)cc1,"InChI=1S/C18H18N2O2/c21-13-15-1-5-17(6-2-15)19-9-11-20(12-10-19)18-7-3-16(14-22)4-8-18/h1-8,13-14H,9-12H2",FZUIYMOPBHBVJH-UHFFFAOYSA-N,spectral_library_annotation,mzspec:MSV000094528:20250828_mcediv_50k_sub_pos_ms2:101676,101676.0,,,,mzspec:DATASET_ID_PLACEHOLDER:137_C:2240
457,"4,4'-(Piperazine-1,4-diyl)dibenzaldehyde",[M+H]+,0.758,295.14410399999997,,,1.891684,C18H18N2O2,O=Cc1ccc(N2CCN(c3ccc(C=O)cc3)CC2)cc1,"InChI=1S/C18H18N2O2/c21-13-15-1-5-17(6-2-15)19-9-11-20(12-10-19)18-7-3-16(14-22)4-8-18/h1-8,13-14H,9-12H2",FZUIYMOPBHBVJH-UHFFFAOYSA-N,spectral_library_annotation,mzspec:MSV000094528:20250828_mcediv_50k_sub_pos_ms2:101677,101677.0,,,,mzspec:DATASET_ID_PLACEHOLDER:137_C:2240
468,Arg-C10:0,[M+H]+,0.850,329.255,,,,,CCCCCCCCCC(NC(C(O)=O)CCCNC(N)=N)=O,"InChI=1S/C16H32N4O3/c1-2-3-4-5-6-7-8-11-14(21)20-13(15(22)23)10-9-12-19-16(17)18/h13H,2-12H2,1H3,(H,20,21)(H,22,23)(H4,17,18,19)",N/A,spectral_library_annotation,,CCMSLIB00011435079,,N/A,,mzspec:DATASET_ID_PLACEHOLDER:137_C:2249
468,Candidate Arginine-C10:0 (delta mass:154.1358),[M+H]+,0.775,329.255,,,,,CCCCCCCCCC(=O)NC(CCCNC(=N)N)C(=O)O,N/A,N/A,spectral_library_annotation,,CCMSLIB00016340384,,N/A,,mzspec:DATASET_ID_PLACEHOLDER:137_C:2249
488,N-Octanoyl-L-homoserine lactone,[M+H]+,0.934,228.159,,,,,O=C(N[C@@H]1C(OCC1)=O)CCCCCCC,"InChI=1S/C12H21NO3/c1-2-3-4-5-6-7-11(14)13-10-8-9-16-12(10)15/h10H,2-9H2,1H3,(H,13,14)/t10-/m0/s1", ,spectral_library_annotation,,CCMSLIB00005723697,, ,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1847
488,C8-HSL,[M+H]+,0.904,228.159,,,,, , , ,spectral_library_annotation,,CCMSLIB00005463690,, ,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1847
488,Massbank:RP020301 C8-homoserine lactone|N-Octanoyl-DL-homoserine lactone|N-(2-oxooxolan-3-yl)octanamide,[M+H]+,0.882,228.159,,,,,CCCCCCCC(=O)NC1CCOC1=O,"1S/C12H21NO3/c1-2-3-4-5-6-7-11(14)13-10-8-9-16-12(10)15/h10H,2-9H2,1H3,(H,13,14)",N/A,spectral_library_annotation,,CCMSLIB00005737998,,106983-30-6,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1847
488,Massbank:RP020302 C8-homoserine lactone|N-Octanoyl-DL-homoserine lactone|N-(2-oxooxolan-3-yl)octanamide,[M+H]+,0.874,228.159,,,,,CCCCCCCC(=O)NC1CCOC1=O,"1S/C12H21NO3/c1-2-3-4-5-6-7-11(14)13-10-8-9-16-12(10)15/h10H,2-9H2,1H3,(H,13,14)",N/A,spectral_library_annotation,,CCMSLIB00005738260,,106983-30-6,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1847
488,Thr-C8:0,[M-H2O+H]+,0.846,228.159,,,,,CCCCCCCC(NC(C(O)=O)C(O)C)=O,"InChI=1S/C12H23NO4/c1-3-4-5-6-7-8-10(15)13-11(9(2)14)12(16)17/h9,11,14H,3-8H2,1-2H3,(H,13,15)(H,16,17)",N/A,spectral_library_annotation,,CCMSLIB00011434973,,N/A,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1847
523,"Massbank:EA021310 DEET|N,N-Diethyl-m-toluamide|N,N-diethyl-3-methyl-benzamide",[M+H]+,0.991,192.138,,,,,c1(C(N(CC)CC)=O)cc(C)ccc1,"1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3",N/A,spectral_library_annotation,,CCMSLIB00000207580,,134-62-3,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1928;mzspec:DATASET_ID_PLACEHOLDER:137_C:2366
523,"Massbank:EA021304 DEET|N,N-Diethyl-m-toluamide|N,N-diethyl-3-methyl-benzamide",[M+H]+,0.990,192.138,,,,,c1(C(N(CC)CC)=O)cc(C)ccc1,"1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3",N/A,spectral_library_annotation,,CCMSLIB00000207574,,134-62-3,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1928;mzspec:DATASET_ID_PLACEHOLDER:137_C:2366
523,"Massbank:EA021301 DEET|N,N-Diethyl-m-toluamide|N,N-diethyl-3-methyl-benzamide",[M+H]+,0.989,192.138,,,,,c1(C(N(CC)CC)=O)cc(C)ccc1,"1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3",N/A,spectral_library_annotation,,CCMSLIB00000207571,,134-62-3,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1928;mzspec:DATASET_ID_PLACEHOLDER:137_C:2366
523,"Massbank:EA021314 DEET|N,N-Diethyl-m-toluamide|N,N-diethyl-3-methyl-benzamide",[M+H]+,0.989,192.138,,,,,c1(C(N(CC)CC)=O)cc(C)ccc1,"1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3",N/A,spectral_library_annotation,,CCMSLIB00000207584,,134-62-3,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1928;mzspec:DATASET_ID_PLACEHOLDER:137_C:2366
523,"Massbank:UF417604 DEET|Diethyltoluamide|N,N-Diethyl-3-methylbenzamide",[M+H]+,0.988,192.138,,,,,CCN(CC)C(=O)C1=CC=CC(C)=C1,"1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3",N/A,spectral_library_annotation,,CCMSLIB00005726302,,134-62-3,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1928;mzspec:DATASET_ID_PLACEHOLDER:137_C:2366
523,"Massbank:UF417603 DEET|Diethyltoluamide|N,N-Diethyl-3-methylbenzamide",[M+H]+,0.987,192.138,,,,,CCN(CC)C(=O)C1=CC=CC(C)=C1,"1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3",N/A,spectral_library_annotation,,CCMSLIB00005726205,,134-62-3,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1928;mzspec:DATASET_ID_PLACEHOLDER:137_C:2366
523,"Massbank:UF417601 DEET|Diethyltoluamide|N,N-Diethyl-3-methylbenzamide",[M+H]+,0.987,192.138,,,,,CCN(CC)C(=O)C1=CC=CC(C)=C1,"1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3",N/A,spectral_library_annotation,,CCMSLIB00005726870,,134-62-3,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1928;mzspec:DATASET_ID_PLACEHOLDER:137_C:2366
523,"MassbankEU:SM822301 DEET|N,N-diethyl-3-methylbenzamide",[M+H]+,0.986,192.138,,,,,CCN(CC)C(=O)C1=CC(C)=CC=C1,"1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3",N/A,spectral_library_annotation,,CCMSLIB00000841613,,134-62-3,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1928;mzspec:DATASET_ID_PLACEHOLDER:137_C:2366
523,DEET,[M+H]+,0.986,192.138,,,,,CCN(CC)C(=O)C1=CC(C)=CC=C1,"""InChI=1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3""",N/A,spectral_library_annotation,,CCMSLIB00000579756,,N/A,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1928;mzspec:DATASET_ID_PLACEHOLDER:137_C:2366
523,"MassbankEU:SM879706 DEET|N,N-diethyl-3-methylbenzamide",[M+H]+,0.983,192.138,,,,,CCN(CC)C(=O)C1=CC(C)=CC=C1,"1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3",N/A,spectral_library_annotation,,CCMSLIB00000842046,,134-62-3,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1928;mzspec:DATASET_ID_PLACEHOLDER:137_C:2366
523,"Massbank:EA021305 DEET|N,N-Diethyl-m-toluamide|N,N-diethyl-3-methyl-benzamide",[M+H]+,0.981,192.138,,,,,c1(C(N(CC)CC)=O)cc(C)ccc1,"1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3",N/A,spectral_library_annotation,,CCMSLIB00000207575,,134-62-3,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1928;mzspec:DATASET_ID_PLACEHOLDER:137_C:2366
523,"Massbank:EA021311 DEET|N,N-Diethyl-m-toluamide|N,N-diethyl-3-methyl-benzamide",[M+H]+,0.980,192.138,,,,,c1(C(N(CC)CC)=O)cc(C)ccc1,"1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3",N/A,spectral_library_annotation,,CCMSLIB00000207581,,134-62-3,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1928;mzspec:DATASET_ID_PLACEHOLDER:137_C:2366
523,"""Diethyltoluamide; N,N-Diethyl-3-methylbenzamide; DEET_CE15""",[M+H]+,0.974,192.138,,,,,CCN(CC)C(=O)C1=CC=CC(C)=C1,"""InChI=1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3""",N/A,spectral_library_annotation,,CCMSLIB00013939746,,134-62-3,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1928;mzspec:DATASET_ID_PLACEHOLDER:137_C:2366
523,Diethyltoluamide,[M+H]+,0.974,192.13828999999998,,,0.91223395,C12H17NO,CCN(CC)C(=O)c1cccc(C)c1,"InChI=1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3",MMOXZBCLCQITDF-UHFFFAOYSA-N,spectral_library_annotation,"[""mzspec:MSV000094528:20240408_pluskal_fda_drugs_5005_G3_id_MSn_positive:427""]",,,,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1928;mzspec:DATASET_ID_PLACEHOLDER:137_C:2366
523,Diethyltoluamide,[M+H]+,0.974,192.138,,,,,CCN(CC)C(=O)c1cccc(C)c1,"InChI=1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3",MMOXZBCLCQITDF-UHFFFAOYSA-N,spectral_library_annotation,,CCMSLIB00013027410,,N/A,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1928;mzspec:DATASET_ID_PLACEHOLDER:137_C:2366
523,"""Diethyltoluamide; N,N-Diethyl-3-methylbenzamide; DEET_CE30""",[M+H]+,0.973,192.138,,,,,CCN(CC)C(=O)C1=CC=CC(C)=C1,"""InChI=1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3""",N/A,spectral_library_annotation,,CCMSLIB00013939747,,134-62-3,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1928;mzspec:DATASET_ID_PLACEHOLDER:137_C:2366
523,Diethyltoluamide,[M+H]+,0.965,192.13828999999998,,,0.91223395,C12H17NO,CCN(CC)C(=O)c1cccc(C)c1,"InChI=1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3",MMOXZBCLCQITDF-UHFFFAOYSA-N,spectral_library_annotation,"[""mzspec:MSV000094528:20240408_pluskal_fda_drugs_5005_G3_id_MSn_positive:428""]",,,,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1928;mzspec:DATASET_ID_PLACEHOLDER:137_C:2366
523,Diethyltoluamide,[M+H]+,0.965,192.138,,,,,CCN(CC)C(=O)c1cccc(C)c1,"InChI=1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3",MMOXZBCLCQITDF-UHFFFAOYSA-N,spectral_library_annotation,,CCMSLIB00013027405,,N/A,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1928;mzspec:DATASET_ID_PLACEHOLDER:137_C:2366
523,Massbank:TUE00312 Diethyltoluamide|DEET,[M+H]+,0.964,192.138,,,,,CCN(CC)C(=O)c1cccc(c1)C,"1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3",N/A,spectral_library_annotation,,CCMSLIB00005755231,,N/A,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1928;mzspec:DATASET_ID_PLACEHOLDER:137_C:2366
523,Diethyltoluamide,[M+H]+,0.957,192.13828999999998,,,1.2852757,C12H17NO,CCN(CC)C(=O)c1cccc(C)c1,"InChI=1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3",MMOXZBCLCQITDF-UHFFFAOYSA-N,spectral_library_annotation,"[""mzspec:MSV000094528:20220613_100AGC_60000Res_pluskal_mce_1D3_G21_id:276""]",,,,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1928;mzspec:DATASET_ID_PLACEHOLDER:137_C:2366
572,Moiramide B,[M+H]+,0.876,454.234,,,,, , , ,spectral_library_annotation,,CCMSLIB00009918943,,155233-31-1,,mzspec:DATASET_ID_PLACEHOLDER:137_C:2439
619,"(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid",[M-2H2O+H]+,0.885,293.211,,,,,CC/C=C/CC(C(/C=C/C(CCCCCCCC(O)=O)O)O)O,"InChI=1S/C18H32O5/c1-2-3-7-11-16(20)17(21)14-13-15(19)10-8-5-4-6-9-12-18(22)23/h3,7,13-17,19-21H,2,4-6,8-12H2,1H3,(H,22,23)",N/A,spectral_library_annotation,,CCMSLIB00005724863,,N/A,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:2105
619,71606-07-0,[M+H]+,0.836,293.211121,,,0.59755886,C18H28O3,CC/C=C\C[C@H]1C(=O)C=C[C@@H]1CCCCCCCC(=O)O,"InChI=1S/C18H28O3/c1-2-3-7-11-16-15(13-14-17(16)19)10-8-5-4-6-9-12-18(20)21/h3,7,13-16H,2,4-6,8-12H2,1H3,(H,20,21)/b7-3-/t15-,16+/m0/s1",PMTMAFAPLCGXGK-TTXFDSJOSA-N,spectral_library_annotation,"[""mzspec:MSV000094528:20230404_pluskal_nih_15P_E11_id_positive:493""]",,,,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:2105
619,8-[3-oxo-2-[(E)-pent-2-enyl]cyclopenten-1-yl]octanoic acid,[M+H]+,0.836,293.211121,,,0.59755886,C18H28O3,CC/C=C/CC1=C(CCCCCCCC(=O)O)CCC1=O,"InChI=1S/C18H28O3/c1-2-3-7-11-16-15(13-14-17(16)19)10-8-5-4-6-9-12-18(20)21/h3,7H,2,4-6,8-14H2,1H3,(H,20,21)/b7-3+",RHVWQVSLVMXMBR-XVNBXDOJSA-N,spectral_library_annotation,"[""mzspec:MSV000094528:20230404_pluskal_nih_15P_E11_id_positive:493""]",,,,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:2105
619,71606-07-0,[M+H]+,0.836,293.211,,,,,CC/C=C\C[C@H]1C(=O)C=C[C@@H]1CCCCCCCC(=O)O,"InChI=1S/C18H28O3/c1-2-3-7-11-16-15(13-14-17(16)19)10-8-5-4-6-9-12-18(20)21/h3,7,13-16H,2,4-6,8-12H2,1H3,(H,20,21)/b7-3-/t15-,16+/m0/s1",PMTMAFAPLCGXGK-TTXFDSJOSA-N,spectral_library_annotation,,CCMSLIB00012450916,,N/A,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:2105
619,8-[3-oxo-2-[(E)-pent-2-enyl]cyclopenten-1-yl]octanoic acid,[M+H]+,0.836,293.211,,,,,CC/C=C/CC1=C(CCCCCCCC(=O)O)CCC1=O,"InChI=1S/C18H28O3/c1-2-3-7-11-16-15(13-14-17(16)19)10-8-5-4-6-9-12-18(20)21/h3,7H,2,4-6,8-14H2,1H3,(H,20,21)/b7-3+",RHVWQVSLVMXMBR-XVNBXDOJSA-N,spectral_library_annotation,,CCMSLIB00012450924,,N/A,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:2105
619,71606-07-0,[M+H]+,0.830,293.211,,,,,CC/C=C\C[C@H]1C(=O)C=C[C@@H]1CCCCCCCC(=O)O,"InChI=1S/C18H28O3/c1-2-3-7-11-16-15(13-14-17(16)19)10-8-5-4-6-9-12-18(20)21/h3,7,13-16H,2,4-6,8-12H2,1H3,(H,20,21)/b7-3-/t15-,16+/m0/s1",PMTMAFAPLCGXGK-TTXFDSJOSA-N,spectral_library_annotation,,CCMSLIB00012450913,,N/A,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:2105
619,8-[3-oxo-2-[(E)-pent-2-enyl]cyclopenten-1-yl]octanoic acid,[M+H]+,0.830,293.211,,,,,CC/C=C/CC1=C(CCCCCCCC(=O)O)CCC1=O,"InChI=1S/C18H28O3/c1-2-3-7-11-16-15(13-14-17(16)19)10-8-5-4-6-9-12-18(20)21/h3,7H,2,4-6,8-14H2,1H3,(H,20,21)/b7-3+",RHVWQVSLVMXMBR-XVNBXDOJSA-N,spectral_library_annotation,,CCMSLIB00012450921,,N/A,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:2105
619,71606-07-0,[M+H]+,0.830,293.211121,,,0.59755886,C18H28O3,CC/C=C\C[C@H]1C(=O)C=C[C@@H]1CCCCCCCC(=O)O,"InChI=1S/C18H28O3/c1-2-3-7-11-16-15(13-14-17(16)19)10-8-5-4-6-9-12-18(20)21/h3,7,13-16H,2,4-6,8-12H2,1H3,(H,20,21)/b7-3-/t15-,16+/m0/s1",PMTMAFAPLCGXGK-TTXFDSJOSA-N,spectral_library_annotation,"[""mzspec:MSV000094528:20230404_pluskal_nih_15P_E11_id_positive:173"",""mzspec:MSV000094528:20230404_pluskal_nih_15P_E11_id_positive:493""]",,,,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:2105
619,8-[3-oxo-2-[(E)-pent-2-enyl]cyclopenten-1-yl]octanoic acid,[M+H]+,0.830,293.211121,,,0.59755886,C18H28O3,CC/C=C/CC1=C(CCCCCCCC(=O)O)CCC1=O,"InChI=1S/C18H28O3/c1-2-3-7-11-16-15(13-14-17(16)19)10-8-5-4-6-9-12-18(20)21/h3,7H,2,4-6,8-14H2,1H3,(H,20,21)/b7-3+",RHVWQVSLVMXMBR-XVNBXDOJSA-N,spectral_library_annotation,"[""mzspec:MSV000094528:20230404_pluskal_nih_15P_E11_id_positive:173"",""mzspec:MSV000094528:20230404_pluskal_nih_15P_E11_id_positive:493""]",,,,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:2105
619,71606-07-0,[M+H]+,0.828,293.211,,,,,CC/C=C\C[C@H]1C(=O)C=C[C@@H]1CCCCCCCC(=O)O,"InChI=1S/C18H28O3/c1-2-3-7-11-16-15(13-14-17(16)19)10-8-5-4-6-9-12-18(20)21/h3,7,13-16H,2,4-6,8-12H2,1H3,(H,20,21)/b7-3-/t15-,16+/m0/s1",PMTMAFAPLCGXGK-TTXFDSJOSA-N,spectral_library_annotation,,CCMSLIB00012450910,,N/A,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:2105
619,8-[3-oxo-2-[(E)-pent-2-enyl]cyclopenten-1-yl]octanoic acid,[M+H]+,0.828,293.211,,,,,CC/C=C/CC1=C(CCCCCCCC(=O)O)CCC1=O,"InChI=1S/C18H28O3/c1-2-3-7-11-16-15(13-14-17(16)19)10-8-5-4-6-9-12-18(20)21/h3,7H,2,4-6,8-14H2,1H3,(H,20,21)/b7-3+",RHVWQVSLVMXMBR-XVNBXDOJSA-N,spectral_library_annotation,,CCMSLIB00012450918,,N/A,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:2105
619,71606-07-0,[M+H]+,0.828,293.211121,,,0.59755886,C18H28O3,CC/C=C\C[C@H]1C(=O)C=C[C@@H]1CCCCCCCC(=O)O,"InChI=1S/C18H28O3/c1-2-3-7-11-16-15(13-14-17(16)19)10-8-5-4-6-9-12-18(20)21/h3,7,13-16H,2,4-6,8-12H2,1H3,(H,20,21)/b7-3-/t15-,16+/m0/s1",PMTMAFAPLCGXGK-TTXFDSJOSA-N,spectral_library_annotation,"[""mzspec:MSV000094528:20230404_pluskal_nih_15P_E11_id_positive:173"",""mzspec:MSV000094528:20230404_pluskal_nih_15P_E11_id_positive:174"",""mzspec:MSV000094528:20230404_pluskal_nih_15P_E11_id_positive:175"",""mzspec:MSV000094528:20230404_pluskal_nih_15P_E11_id_positive:493"",""mzspec:MSV000094528:20230404_pluskal_nih_15P_E11_id_positive:494"",""mzspec:MSV000094528:20230404_pluskal_nih_15P_E11_id_positive:495""]",,,,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:2105
619,8-[3-oxo-2-[(E)-pent-2-enyl]cyclopenten-1-yl]octanoic acid,[M+H]+,0.828,293.211121,,,0.59755886,C18H28O3,CC/C=C/CC1=C(CCCCCCCC(=O)O)CCC1=O,"InChI=1S/C18H28O3/c1-2-3-7-11-16-15(13-14-17(16)19)10-8-5-4-6-9-12-18(20)21/h3,7H,2,4-6,8-14H2,1H3,(H,20,21)/b7-3+",RHVWQVSLVMXMBR-XVNBXDOJSA-N,spectral_library_annotation,"[""mzspec:MSV000094528:20230404_pluskal_nih_15P_E11_id_positive:173"",""mzspec:MSV000094528:20230404_pluskal_nih_15P_E11_id_positive:174"",""mzspec:MSV000094528:20230404_pluskal_nih_15P_E11_id_positive:175"",""mzspec:MSV000094528:20230404_pluskal_nih_15P_E11_id_positive:493"",""mzspec:MSV000094528:20230404_pluskal_nih_15P_E11_id_positive:494"",""mzspec:MSV000094528:20230404_pluskal_nih_15P_E11_id_positive:495""]",,,,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:2105
619,71606-07-0,[M+H]+,0.824,293.211,,,,,CC/C=C\C[C@H]1C(=O)C=C[C@@H]1CCCCCCCC(=O)O,"InChI=1S/C18H28O3/c1-2-3-7-11-16-15(13-14-17(16)19)10-8-5-4-6-9-12-18(20)21/h3,7,13-16H,2,4-6,8-12H2,1H3,(H,20,21)/b7-3-/t15-,16+/m0/s1",PMTMAFAPLCGXGK-TTXFDSJOSA-N,spectral_library_annotation,,CCMSLIB00012450909,,N/A,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:2105
619,8-[3-oxo-2-[(E)-pent-2-enyl]cyclopenten-1-yl]octanoic acid,[M+H]+,0.824,293.211,,,,,CC/C=C/CC1=C(CCCCCCCC(=O)O)CCC1=O,"InChI=1S/C18H28O3/c1-2-3-7-11-16-15(13-14-17(16)19)10-8-5-4-6-9-12-18(20)21/h3,7H,2,4-6,8-14H2,1H3,(H,20,21)/b7-3+",RHVWQVSLVMXMBR-XVNBXDOJSA-N,spectral_library_annotation,,CCMSLIB00012450917,,N/A,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:2105
